web-scraper-order,web-scraper-start-url,link to TV,link to TV-href,caracteristique,price,rating,marque
"1638026971-535","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Revolution LED 32"" Slim sans Cadre avec récepteur intégré et TNT - Garantie 1 an5 out of 5(1)1,566.55 Dhs2,190.00 Dhs28%","https://www.jumia.ma/revolution-led-32-slim-sans-cadre-avec-recepteur-integre-et-tnt-garantie-1-an-33861540.html","Revolution LED 32"" Slim sans Cadre avec récepteur intégré et TNT - Garantie 1 an","1,566.55 Dhs","5","Revolution"
"1638026341-293","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Expédié depuis l'étrangerZAD HOME Baby Sucker Bottle113.79 Dhs142.25 Dhs20%","https://www.jumia.ma/generic-zad-home-baby-sucker-bottle-43475061.html","ZAD HOME Baby Sucker Bottle","113.79 Dhs","null","(Pas d'avis disponibles)"
"1638026867-495","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Visio TV 40"" Full HD - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN3.8 out of 5(65)2,349.00 Dhs2,999.00 Dhs22%","https://www.jumia.ma/visio-tv-40-full-hd-recepteur-integre-tnt-hdmi-usb-garnatie-1-an-visio-mpg845507.html","Visio TV 40"" Full HD - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN","2,349.00 Dhs","3.8","Visio"
"1638026596-391","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung Television 43AU7175 Smart tv récepteur intégrée serie 7 UHD 4K Bluetooth  20215,590.00 Dhs6,500.00 Dhs14%offres à partir de","https://www.jumia.ma/television-43au7175-smart-tv-recepteur-integree-serie-7-uhd-4k-bluetooth-2021-samsung-mpg987768.html","Samsung Television 43AU7175 Smart tv récepteur intégrée serie 7 UHD 4K Bluetooth  2021","5,590.00 Dhs","null","Samsung"
"1638026794-467","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Digiclass germany SMART ANDROID WIFI RECEPTEUR INTEGRE TNT HDMI USB MODULE 20211,946.55 Dhs2,599.00 Dhs25%","https://www.jumia.ma/digiclass-germany-smart-android-wifi-recepteur-integre-tnt-hdmi-usb-module-2021-43619540.html","Digiclass germany SMART ANDROID WIFI RECEPTEUR INTEGRE TNT HDMI USB MODULE 2021","1,946.55 Dhs","null","Digiclass"
"1638026636-406","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","LG LED 55"" UHD 4K Smart TV Nanocell - Noir - 55NANO75VPA8,100.00 Dhs8,799.00 Dhs8%","https://www.jumia.ma/lg-led-55-uhd-4k-smart-tv-nanocell-noir-55nano75vpa-44741619.html","LG LED 55"" UHD 4K Smart TV Nanocell - Noir - 55NANO75VPA","8,100.00 Dhs","null","LG"
"1638026616-398","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung TV LED Samsung 43 SERIES 5 N5000 FULL HD 1080P3,799.00 Dhs5,000.00 Dhs24%","https://www.jumia.ma/samsung-tv-led-samsung-43-series-5-n5000-full-hd-1080p-43862412.html","Samsung TV LED Samsung 43 SERIES 5 N5000 FULL HD 1080P","3,799.00 Dhs","null","Samsung"
"1638026895-506","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Samsung TV 50"" Smart 4K Crystal UHD - Série 7 - Bluetooth - Récepteur Intégré +TNT - Nouveau modèle5,869.00 Dhs7,899.00 Dhs26%","https://www.jumia.ma/samsung-tv-50-smart-4k-crystal-uhd-serie-7-bluetooth-recepteur-integre-tnt-nouveau-modele-43678610.html","Samsung TV 50"" Smart 4K Crystal UHD - Série 7 - Bluetooth - Récepteur Intégré +TNT - Nouveau modèle","5,869.00 Dhs","null","Samsung"
"1638026538-369","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Vision LED 32"" Vision Récepteur intégré HD 3HDM 2USB VGA Version 2020 + Support Gratuit1,699.00 Dhs2,399.00 Dhs29%","https://www.jumia.ma/vision-led-32-vision-recepteur-integre-hd-3hdm-2usb-vga-version-2020-support-gratuit-40359665.html","Vision LED 32"" Vision Récepteur intégré HD 3HDM 2USB VGA Version 2020 + Support Gratuit","1,699.00 Dhs","null","Vision"
"1638026375-307","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Samsung 32"" SAMSUNG Smart Tv  Série 5 nouveau model  WI-FI+TNT+Récepteur2,499.00 Dhs2,900.00 Dhs14%","https://www.jumia.ma/samsung-32-samsung-smart-tv-serie-5-nouveau-model-wi-fitntrecepteur-44350600.html","Samsung 32"" SAMSUNG Smart Tv  Série 5 nouveau model  WI-FI+TNT+Récepteur","2,499.00 Dhs","null","Samsung"
"1638026548-373","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Echolink TV 32 HD récepteur intégré HD TNT 3HDMi 2USB VGA GARANTIE 1 AN4 out of 5(5)1,614.05 Dhs1,999.00 Dhs19%","https://www.jumia.ma/echolink-tv-32-hd-recepteur-integre-hd-tnt-3hdmi-2usb-vga-garantie-1-an-38864582.html","Echolink TV 32 HD récepteur intégré HD TNT 3HDMi 2USB VGA GARANTIE 1 AN","1,614.05 Dhs","4","Echolink"
"1638026812-473","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","XIAOMI MI TV 4S 65''4 out of 5(4)6,999.00 Dhs","https://www.jumia.ma/mi-tv-4s-65-xiaomi-mpg978303.html","XIAOMI MI TV 4S 65''","6,999.00 Dhs","4","XIAOMI"
"1638026318-284","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung 40"" Full HD Flat Smart TV - 40J5270 - Noir5 out of 5(1)4,299.00 Dhs","https://www.jumia.ma/40-full-hd-flat-smart-tv-40j5270-noir-samsung-mpg86597.html","Samsung 40"" Full HD Flat Smart TV - 40J5270 - Noir","4,299.00 Dhs","5","Samsung"
"1638026570-381","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","LG 43"" - Smart TV -  43UP7750PVB - HDR - UHD 4K - WebOS Smart5,199.00 Dhs6,752.00 Dhs23%","https://www.jumia.ma/lg-43-smart-tv-43up7750pvb-hdr-uhd-4k-webos-smart-41246738.html","LG 43"" - Smart TV -  43UP7750PVB - HDR - UHD 4K - WebOS Smart","5,199.00 Dhs","null","LG"
"1638026993-544","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE2.5 out of 5(2)2,689.00 Dhs3,900.00 Dhs31%","https://www.jumia.ma/visio-40-visio-smart-tv-android-rapide-full-hd-1080p-recepteur-integre-tnt-support-murale-32291704.html","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE","2,689.00 Dhs","2.5","Visio"
"1638026286-272","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockRevolution TV LED 55"" Smart Android 9.0 Frameless Design UHD 4K + Récepteur integré / TNT3.3 out of 5(29)4,399.00 Dhs","https://www.jumia.ma/revolution-tv-led-55-smart-android-9.0-frameless-design-uhd-4k-recepteur-integre-tnt-33488483.html","Revolution TV LED 55"" Smart Android 9.0 Frameless Design UHD 4K + Récepteur integré / TNT","4,399.00 Dhs","3.3","Revolution"
"1638027012-550","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio 40"" SMART TV ANDROID 2020 +FULL HD +RÉCEPTEUR INTÉGRÉ + TNT4 out of 5(1)2,639.00 Dhs2,900.00 Dhs9%","https://www.jumia.ma/visio-40-smart-tv-android-2020-full-hd-recepteur-integre-tnt-37353042.html","Visio 40"" SMART TV ANDROID 2020 +FULL HD +RÉCEPTEUR INTÉGRÉ + TNT","2,639.00 Dhs","4","Visio"
"1638026378-308","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Skyworth TV 65 POUCES ANDROID 10 GAMME SUC93007,799.00 Dhs9,299.00 Dhs16%","https://www.jumia.ma/skyworth-tv-65-pouces-android-10-gamme-suc9300-45395338.html","Skyworth TV 65 POUCES ANDROID 10 GAMME SUC9300","7,799.00 Dhs","null","Skyworth"
"1638026804-471","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Visio TV 32"" Led VISIO Récepteur intégré + Support murale gratuit  Modèle 20211,699.00 Dhs2,200.00 Dhs23%","https://www.jumia.ma/visio-tv-32-led-visio-recepteur-integre-support-murale-gratuit-modele-2021-42822311.html","Visio TV 32"" Led VISIO Récepteur intégré + Support murale gratuit  Modèle 2021","1,699.00 Dhs","null","Visio"
"1638026575-383","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Leader TV 32"" LED HD - Satellite intégré - TNT VGA-2xHDMI-PERITEL-USB - Noir5 out of 5(1)1,620.00 Dhs1,800.00 Dhs10%offres à partir de","https://www.jumia.ma/tv-32-led-hd-tnt-satellite-integre-vga-2xhdmi-peritel-usb-noir-leader-mpg74043.html","Leader TV 32"" LED HD - Satellite intégré - TNT VGA-2xHDMI-PERITEL-USB - Noir","1,620.00 Dhs","5","Leader"
"1638026778-461","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Vision SMART TV ANDROID 9 RAPIDE+ TÉLÉCOMMANDE BLUETOOTH MAGIC VOCAL MODEL 20201 out of 5(2)2,098.00 Dhs2,500.00 Dhs16%","https://www.jumia.ma/vision-smart-tv-android-9-rapide-telecommande-bluetooth-magic-vocal-model-2020-35794703.html","Vision SMART TV ANDROID 9 RAPIDE+ TÉLÉCOMMANDE BLUETOOTH MAGIC VOCAL MODEL 2020","2,098.00 Dhs","1","Vision"
"1638026963-532","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio TV 43"" Full HD - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN4 out of 5(43)2,489.00 Dhs3,599.00 Dhs31%offres à partir de","https://www.jumia.ma/tv-43-full-hd-recepteur-integre-tnt-hdmi-usb-garnatie-1-an-visio-mpg909312.html","Visio TV 43"" Full HD - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN","2,489.00 Dhs","4","Visio"
"1638026966-533","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Boutique OfficielleCHIQ ANDROID 9.0 TV 50"" 4K UHD FRAMELESS (8Go, 1.5Go) SMART TNT + SATELLITE - Gris/Noir AVEC DOLBY VISION4.6 out of 5(7)4,300.00 Dhs4,400.00 Dhs2%","https://www.jumia.ma/chiq-android-9.0-tv-50-4k-uhd-frameless-8go-1.5go-smart-tnt-satellite-grisnoir-avec-dolby-vision-40717745.html","CHIQ ANDROID 9.0 TV 50"" 4K UHD FRAMELESS (8Go, 1.5Go) SMART TNT + SATELLITE - Gris/Noir AVEC DOLBY VISION","4,300.00 Dhs","4.6","CHIQ"
"1638026996-545","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Samsung 32"" Smart Tv LED  HD TV avec Récepteur -SERIE 5- TNT et WIFI Intégré - 32N53004.7 out of 5(3)2,699.00 Dhs3,000.00 Dhs10%","https://www.jumia.ma/samsung-32-smart-tv-led-hd-tv-avec-recepteur-serie-5-tnt-et-wifi-integre-32n5300-32382563.html","Samsung 32"" Smart Tv LED  HD TV avec Récepteur -SERIE 5- TNT et WIFI Intégré - 32N5300","2,699.00 Dhs","4.7","Samsung"
"1638027081-576","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","CHIQ Android TV 65 4K Frameless Android 9.0,Bluetooth,chromcast,google assistant (16Go, 2Go)7,199.00 Dhs9,900.00 Dhs27%","https://www.jumia.ma/chiq-android-tv-65-4k-frameless-android-9.0bluetoothchromcastgoogle-assistant-16go-2go-44526739.html","CHIQ Android TV 65 4K Frameless Android 9.0,Bluetooth,chromcast,google assistant (16Go, 2Go)","7,199.00 Dhs","null","CHIQ"
"1638026732-443","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","BUY SAT TV 42"" BUY SAT Smart Android Original 9 - FLL HD + support mural gratuit2,899.00 Dhs3,300.00 Dhs12%","https://www.jumia.ma/buy-sat-tv-42-buy-sat-smart-android-original-9-fll-hd-support-mural-gratuit-41284596.html","BUY SAT TV 42"" BUY SAT Smart Android Original 9 - FLL HD + support mural gratuit","2,899.00 Dhs","null","BUY SAT"
"1638026460-340","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","LG OLED 55"" Smart TV 4K ULTRA HD - Noir - OLED55A1PVA11,399.00 Dhs","https://www.jumia.ma/lg-oled-55-smart-tv-4k-ultra-hd-noir-oled55a1pva-44741637.html","LG OLED 55"" Smart TV 4K ULTRA HD - Noir - OLED55A1PVA","11,399.00 Dhs","null","LG"
"1638026408-319","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étranger40W Multi-port USB LCD Display Power Adapter Wa318.00 Dhs636.00 Dhs50%","https://www.jumia.ma/generic-40w-multi-port-usb-lcd-display-power-adapter-wa-41924405.html","40W Multi-port USB LCD Display Power Adapter Wa","318.00 Dhs","null","(Pas d'avis disponibles)"
"1638026880-500","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Visio SMART TV 32'' ANDROID + Récepteur Intégré +TNT + USB + HDMI + CAST Mirorring3.9 out of 5(399)2,097.00 Dhs2,799.00 Dhs25%offres à partir de","https://www.jumia.ma/smart-tv-32-android-recepteur-integre-tnt-usb-hdmi-cast-mirorring-visio-mpg845521.html","Visio SMART TV 32'' ANDROID + Récepteur Intégré +TNT + USB + HDMI + CAST Mirorring","2,097.00 Dhs","3.9","Visio"
"1638026321-285","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung TV 40"" LED TV, 40M5000 - Garantie 1 an5 out of 5(1)3,999.00 Dhs","https://www.jumia.ma/40-full-hd-led-tv-40m5000-noir-samsung-mpg83352.html","Samsung TV 40"" LED TV, 40M5000 - Garantie 1 an","3,999.00 Dhs","5","Samsung"
"1638026533-367","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung TV 32"" LED Full HD - Satellite intégré - 3 HDMI-TNT- 2 USB VGA - 32N50001,899.00 Dhs2,199.00 Dhs14%","https://www.jumia.ma/tv-32-led-full-hd-satellite-integre-hdmi-tnt-usb-32n5000-samsung-mpg871296.html","Samsung TV 32"" LED Full HD - Satellite intégré - 3 HDMI-TNT- 2 USB VGA - 32N5000","1,899.00 Dhs","null","Samsung"
"1638026333-290","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung 32"" Smart Led TV avec Récepteur et wifi Intégré - 32J43734 out of 5(229)2,999.00 Dhs","https://www.jumia.ma/32-smart-led-tv-avec-recepteur-et-wifi-integre-32j4373-samsung-mpg16255.html","Samsung 32"" Smart Led TV avec Récepteur et wifi Intégré - 32J4373","2,999.00 Dhs","4","Samsung"
"1638026437-331","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étrangerPortable Micro USB Male Female Adapter Cable For Android Smartphone-black309.00 Dhs917.00 Dhs66%","https://www.jumia.ma/generic-portable-micro-usb-male-female-adapter-cable-for-android-smartphone-black-43889707.html","Portable Micro USB Male Female Adapter Cable For Android Smartphone-black","309.00 Dhs","null","(Pas d'avis disponibles)"
"1638026343-294","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","CHIQ TV 43 FULL HD L43H7 Android FRAMELESS sans cadre Smart tv recepteur integree3,359.00 Dhs3,700.00 Dhs9%","https://www.jumia.ma/chiq-tv-43-full-hd-l43h7-android-frameless-sans-cadre-smart-tv-recepteur-integree-45110683.html","CHIQ TV 43 FULL HD L43H7 Android FRAMELESS sans cadre Smart tv recepteur integree","3,359.00 Dhs","null","CHIQ"
"1638026621-400","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Gold Vision Téléviseur Led TV LED 55 SMART UHD 4K6,099.00 Dhs","https://www.jumia.ma/gold-vision-televiseur-led-tv-led-55-smart-uhd-4k-44399785.html","Gold Vision Téléviseur Led TV LED 55 SMART UHD 4K","6,099.00 Dhs","null","Gold Vision"
"1638026472-345","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung QLED 55"" Smart TV frame 4K Ultra HD - Noir - QE55LS03AA12,490.00 Dhs","https://www.jumia.ma/samsung-qled-55-smart-tv-frame-4k-ultra-hd-noir-qe55ls03aa-44741612.html","Samsung QLED 55"" Smart TV frame 4K Ultra HD - Noir - QE55LS03AA","12,490.00 Dhs","null","Samsung"
"1638026467-343","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung 32"" SAMSUNG Smart Tv  Série 5 model 2019 WI-FI+TNT+Récepteur+Câble HDMI3.8 out of 5(4)2,499.00 Dhs2,900.00 Dhs14%","https://www.jumia.ma/32-smart-tv-serie-5-model-2019-wi-fitntrecepteurcable-hdmi-samsung-mpg866174.html","Samsung 32"" SAMSUNG Smart Tv  Série 5 model 2019 WI-FI+TNT+Récepteur+Câble HDMI","2,499.00 Dhs","3.8","Samsung"
"1638027084-577","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Leader TV 32""  SMART TV ANDROID 9 WIFI SCREEN MIRRONING RECEPTEUR INTEGRE TNT5 out of 5(1)1,880.01 Dhs2,299.00 Dhs18%","https://www.jumia.ma/leader-tv-32-smart-tv-android-9-wifi-screen-mirroning-recepteur-integre-tnt-42256543.html","Leader TV 32""  SMART TV ANDROID 9 WIFI SCREEN MIRRONING RECEPTEUR INTEGRE TNT","1,880.01 Dhs","5","Leader"
"1638026850-488","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Itel Smart TV 43"" Android™ 9 Pie, FHD /Bluetooth / Récepteur/TNT/HDR/ CAST+ HDMI2,999.00 Dhs3,499.00 Dhs14%","https://www.jumia.ma/itel-smart-tv-43-androidtm-9-pie-fhd-bluetooth-recepteurtnthdr-cast-hdmi-45033516.html","Itel Smart TV 43"" Android™ 9 Pie, FHD /Bluetooth / Récepteur/TNT/HDR/ CAST+ HDMI","2,999.00 Dhs","null","Itel"
"1638026988-542","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Boutique OfficielleEcholink Android TV 65 4K UHD65Q20A Frameless Android 9.0,Bluetooth,chromcast,google assistant (16Go, 2Go)4 out of 5(1)7,200.00 Dhs9,900.00 Dhs27%","https://www.jumia.ma/echolink-android-tv-65-4k-uhd65q20a-frameless-android-9.0bluetoothchromcastgoogle-assistant-16go-2go-40717749.html","Echolink Android TV 65 4K UHD65Q20A Frameless Android 9.0,Bluetooth,chromcast,google assistant (16Go, 2Go)","7,200.00 Dhs","4","Echolink"
"1638026593-390","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","CHIQ U65H7 65"" 4K UHD RAMELESS LED TV (8Go, 1.5Go) ANDROID TNT + SATELLITE - Gris/Noir7,990.00 Dhs10,900.00 Dhs27%","https://www.jumia.ma/chiq-u65h7-65-4k-uhd-rameless-led-tv-8go-1.5go-android-tnt-satellite-grisnoir-40717746.html","CHIQ U65H7 65"" 4K UHD RAMELESS LED TV (8Go, 1.5Go) ANDROID TNT + SATELLITE - Gris/Noir","7,990.00 Dhs","null","CHIQ"
"1638026412-321","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étranger40W Multi-port USB LCD Display Power Adapter Wa315.00 Dhs630.00 Dhs50%","https://www.jumia.ma/generic-40w-multi-port-usb-lcd-display-power-adapter-wa-41766773.html","40W Multi-port USB LCD Display Power Adapter Wa","315.00 Dhs","null","(Pas d'avis disponibles)"
"1638026776-460","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Samsung 32"" Série 5 Smart Tv  WI-FI+TNT+Récepteur+Abonnement 12 Mois4 out of 5(1)2,559.00 Dhs2,900.00 Dhs12%offres à partir de","https://www.jumia.ma/32-samsung-serie-5-smart-tv-wi-fitntrecepteurabonnement-12-mois-samsung-mpg872561.html","Samsung 32"" Série 5 Smart Tv  WI-FI+TNT+Récepteur+Abonnement 12 Mois","2,559.00 Dhs","4","Samsung"
"1638026739-446","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","TCL 43"" Smart TV - LED43P618 - UHD HD - 4K4,290.00 Dhs5,958.00 Dhs28%","https://www.jumia.ma/tcl-43-smart-tv-led43p618-uhd-hd-4k-41246740.html","TCL 43"" Smart TV - LED43P618 - UHD HD - 4K","4,290.00 Dhs","null","TCL"
"1638026519-362","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung TV LED 32T5300 SMART TV  Récepteur Intégré - TNT - HDR - Modèle 20202,759.00 Dhs2,900.00 Dhs5%","https://www.jumia.ma/tv-led-32t5300-smart-tv-recepteur-integre-tnt-hdr-modele-2020-samsung-mpg924563.html","Samsung TV LED 32T5300 SMART TV  Récepteur Intégré - TNT - HDR - Modèle 2020","2,759.00 Dhs","null","Samsung"
"1638026634-405","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Sony LED 65"" Smart TV UHD 4K - Noir - KD-65X7500H9,999.00 Dhs","https://www.jumia.ma/sony-led-65-smart-tv-uhd-4k-noir-kd-65x7500h-44741629.html","Sony LED 65"" Smart TV UHD 4K - Noir - KD-65X7500H","9,999.00 Dhs","null","Sony"
"1638026674-421","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung TV 32 SMART WIFI AVEC + suport mural garantie 1 ans2,449.00 Dhs2,999.00 Dhs18%","https://www.jumia.ma/samsung-tv-32-smart-wifi-avec-suport-mural-garantie-1-ans-40925423.html","Samsung TV 32 SMART WIFI AVEC + suport mural garantie 1 ans","2,449.00 Dhs","null","Samsung"
"1638026729-442","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","LG LED 65"" UHD 4K Smart TV Nanocell - Noir - 65NANO75VPA8,699.00 Dhs11,699.00 Dhs26%","https://www.jumia.ma/lg-led-65-uhd-4k-smart-tv-nanocell-noir-65nano75vpa-44741628.html","LG LED 65"" UHD 4K Smart TV Nanocell - Noir - 65NANO75VPA","8,699.00 Dhs","null","LG"
"1638026358-300","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Itel Smart TV 32 HD Android 9.0 officiel ,bluetooth 5.0,HDR,telecommande Vocale, Cast Mirroring1,999.00 Dhs2,699.00 Dhs26%","https://www.jumia.ma/itel-smart-tv-32-hd-android-9.0-officiel-bluetooth-5.0hdrtelecommande-vocale-cast-mirroring-45465314.html","Itel Smart TV 32 HD Android 9.0 officiel ,bluetooth 5.0,HDR,telecommande Vocale, Cast Mirroring","1,999.00 Dhs","null","Itel"
"1638027063-569","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung 32T5300 - HD SMART TV -   Noir & 1 ans garantie avec suport mural2,379.00 Dhs2,999.00 Dhs21%","https://www.jumia.ma/samsung-32t5300-hd-smart-tv-noir-1-ans-garantie-avec-suport-mural-40925422.html","Samsung 32T5300 - HD SMART TV -   Noir & 1 ans garantie avec suport mural","2,379.00 Dhs","null","Samsung"
"1638026837-483","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Expédié depuis l'étrangerLEADSTAR Mini 7 inch ATSC Digital Analog Television 800x600576.00 Dhs1,152.00 Dhs50%","https://www.jumia.ma/leadstar-mini-7-inch-atsc-digital-analog-television-800x600-31286296.html","LEADSTAR Mini 7 inch ATSC Digital Analog Television 800x600","576.00 Dhs","null","LEADSTAR"
"1638027000-546","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Boutique OfficielleVision TV VISION LED 24"" + Récepteur intégré (DVB-S2) - TNT / 1 HDMI / 1 USB / 1 VGA4 out of 5(52)1,399.00 Dhs1,699.00 Dhs18%","https://www.jumia.ma/tv-led-24-recepteur-integre-dvb-s2-tnt-1-hdmi-1-usb-1-vga-vision-mpg862862.html","Vision TV VISION LED 24"" + Récepteur intégré (DVB-S2) - TNT / 1 HDMI / 1 USB / 1 VGA","1,399.00 Dhs","4","Vision"
"1638026747-449","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","LG 43"" - Smart TV - 43LM6370PVA - HDR - LED Full HD4,499.00 Dhs6,249.00 Dhs28%","https://www.jumia.ma/lg-43-smart-tv-43lm6370pva-hdr-led-full-hd-41246737.html","LG 43"" - Smart TV - 43LM6370PVA - HDR - LED Full HD","4,499.00 Dhs","null","LG"
"1638026555-375","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung TV 32"" RECEPTEUR INTEGRE TNT HD - TV  2020 - Garantie 1 an Support Mural Gratuit3 out of 5(1)1,890.50 Dhs2,799.00 Dhs32%","https://www.jumia.ma/samsung-tv-32-recepteur-integre-tnt-hd-tv-2020-garantie-1-an-support-mural-gratuit-39699981.html","Samsung TV 32"" RECEPTEUR INTEGRE TNT HD - TV  2020 - Garantie 1 an Support Mural Gratuit","1,890.50 Dhs","3","Samsung"
"1638027043-561","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","CHIQ Android TV 32 HD L32K7i Android 9.0,bluetooth 5.0,HDR5 out of 5(1)1,899.00 Dhs2,990.00 Dhs36%","https://www.jumia.ma/chiq-android-tv-32-hd-l32k7i-android-9.0bluetooth-5.0hdr-42188966.html","CHIQ Android TV 32 HD L32K7i Android 9.0,bluetooth 5.0,HDR","1,899.00 Dhs","5","CHIQ"
"1638026614-397","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Vision TV 32"" HD Recepteur integré HD FRAMLESS TNT 3HDMI  2USB GRIS Version 20211,699.00 Dhs2,699.00 Dhs37%","https://www.jumia.ma/vision-tv-32-hd-recepteur-integre-hd-framless-tnt-3hdmi-2usb-gris-version-2021-40829439.html","Vision TV 32"" HD Recepteur integré HD FRAMLESS TNT 3HDMI  2USB GRIS Version 2021","1,699.00 Dhs","null","Vision"
"1638026624-401","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Revolution Smart TV New version 32"" récepteur intégré Tnt Android  9 Garantie 1an5 out of 5(3)1,979.00 Dhs2,200.00 Dhs10%","https://www.jumia.ma/smart-tv-new-version-32-recepteur-integre-tnt-android-9-garantie-1an-revolution-mpg901334.html","Revolution Smart TV New version 32"" récepteur intégré Tnt Android  9 Garantie 1an","1,979.00 Dhs","5","Revolution"
"1638026925-517","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Mgs TV  32""  HD FRAMELESS - USB - 2 HDMI -TNT-  Noir1,519.05 Dhs2,099.00 Dhs28%","https://www.jumia.ma/mgs-tv-32-hd-frameless-usb-2-hdmi-tnt-noir-40968253.html","Mgs TV  32""  HD FRAMELESS - USB - 2 HDMI -TNT-  Noir","1,519.05 Dhs","null","Mgs"
"1638026417-323","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","LG LED 65"" UHD 4K Smart TV Nanocell - Noir - 65NANO86VPA15,999.00 Dhs","https://www.jumia.ma/lg-led-65-uhd-4k-smart-tv-nanocell-noir-65nano86vpa-44741614.html","LG LED 65"" UHD 4K Smart TV Nanocell - Noir - 65NANO86VPA","15,999.00 Dhs","null","LG"
"1638026750-450","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Sunny TV LED 32"" SMART HD1,999.00 Dhs2,090.00 Dhs4%","https://www.jumia.ma/sunny-tv-led-32-smart-hd-41160563.html","Sunny TV LED 32"" SMART HD","1,999.00 Dhs","null","Sunny"
