web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,rating
"1637689231-3389","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Women's Flyknit Sneakers Athletic Running Shoes (Grey)5 out of 5(4)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-womens-flyknit-sneakers-athletic-running-shoes-grey-26685793.html","Fashion Women's Flyknit Sneakers Athletic Running Shoes (Grey)","140.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NO5ZANAFAMZ/","null","5 out of 5"
"1637689251-3405","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir4.2 out of 5(14)Options disponibles:98.00 Dhs99.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-noir-25217000.html","OKZA Ballerine Pour Femme - Noir","98.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA001IZ8NAFAMZ/","null",""
"1637690302-3605","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Boutique OfficielleNike CHAUSSURES LIFESTYLE - AIR MAX 200 - GRIS & BLANC4.7 out of 5(3)814.00 Dhs1,629.00 Dhs50%","https://www.jumia.ma/nike-chaussures-lifestyle-air-max-200-gris-blanc-37382526.html","Nike CHAUSSURES LIFESTYLE - AIR MAX 200 - GRIS & BLANC","814.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS118779NAFAMZ/","null","5 out of 5"
"1637690921-3729","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleNike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE4.7 out of 5(9)749.00 Dhs1,499.00 Dhs50%","https://www.jumia.ma/nike-chaussures-running-air-zoom-structure-22-rose-37382448.html","Nike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE","749.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS1E9LCLNAFAMZ/","null",""
"1637689891-3533","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Boutique OfficielleConverse CHAUSSURES CHUCK TAYLOR ALL STAR LOW5 out of 5(2)725.00 Dhs","https://www.jumia.ma/converse-chaussures-chuck-taylor-all-star-low-34823753.html","Converse CHAUSSURES CHUCK TAYLOR ALL STAR LOW","725.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CO779FS0L9VMZNAFAMZ/","null",""
"1637689241-3402","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM86874.4 out of 5(9)562.00 Dhs1,105.00 Dhs49%","https://www.jumia.ma/reebok-la-nouvelle-bombe-du-footwear-club-c-85-s-sine-femme-cm8687-26103449.html","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM8687","562.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE006FA1K7YS2NAFAMZ/","null",""
"1637689203-3341","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron4.4 out of 5(17)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-26940502.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs - 98.01 Dhs","(17 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0C7HQANAFAMZ/","null","3 out of 5"
"1637689760-3506","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء3.8 out of 5(4)139.00 Dhs300.00 Dhs54%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39593150.html","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء","139.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0325QHNAFAMZ/","null","5 out of 5"
"1637689241-3400","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM86874.4 out of 5(9)562.00 Dhs1,105.00 Dhs49%","https://www.jumia.ma/reebok-la-nouvelle-bombe-du-footwear-club-c-85-s-sine-femme-cm8687-26103449.html","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM8687","562.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE006FA1K7YS2NAFAMZ/","null","5 out of 5"
"1637690519-3639","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","ESCARPIN OMEGLA5 out of 5(1)199.20 Dhs499.00 Dhs60%","https://www.jumia.ma/escarpin-omegla-generic-mpg1057561.html","ESCARPIN OMEGLA","199.20 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1L97Q0NAFAMZ/","null","5 out of 5"
"1637691118-3762","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir3.9 out of 5(16)119.00 Dhs189.00 Dhs37%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924481.html","Polaris Chaussures pour Femmes - Noir","119.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0AZAO9NAFAMZ/","null",""
"1637689361-3443","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637690243-3593","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Boutique OfficielleOKZA Bottine Daim courte à Talon Épais - أحذية كعب سميك قصير للمرأة.3.6 out of 5(7)163.00 Dhs165.00 Dhs1%","https://www.jumia.ma/okza-bottine-daim-courte-a-talon-epais-.-37934875.html","OKZA Bottine Daim courte à Talon Épais - أحذية كعب سميك قصير للمرأة.","163.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0YFSP1NAFAMZ/","null",""
"1637690788-3684","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Expédié depuis l'étrangerFashion Femmes Compensées Chaussures Escarpins Talons Sandales Eté5 out of 5(1)212.32 Dhs212.71 Dhs1%","https://www.jumia.ma/fashion-femmes-compensees-chaussures-escarpins-talons-sandales-ete-31770238.html","Fashion Femmes Compensées Chaussures Escarpins Talons Sandales Eté","212.32 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS1DJFHDNAFAMZ/","null","5 out of 5"
"1637691376-3842","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","Expédié depuis l'étrangerFashion Casual Pointed Toe Square Heel Wedding Shoes High Heel Sandals-Pink1 out of 5(1)229.00 Dhs327.00 Dhs30%","https://www.jumia.ma/fashion-casual-pointed-toe-square-heel-wedding-shoes-high-heel-sandals-pink-fashion-mpg135917.html","Fashion Casual Pointed Toe Square Heel Wedding Shoes High Heel Sandals-Pink","229.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA185486NAFAMZ/","null","1 out of 5"
"1637690463-3623","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637690463-3627","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637690998-3741","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Women Casual Hollow Out Breathable Mesh Slip On Sneakers5 out of 5(3)136.00 Dhs - 200.00 Dhs272.00 Dhs - 400.00 Dhs50%","https://www.jumia.ma/fashion-women-casual-hollow-out-breathable-mesh-slip-on-sneakers-29216811.html","Fashion Women Casual Hollow Out Breathable Mesh Slip On Sneakers","136.00 Dhs - 200.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA07288CNAFAMZ/","null",""
"1637690916-3724","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Espadrilles pour femme - Bleu marine4.7 out of 5(6)99.00 Dhs149.00 Dhs34%","https://www.jumia.ma/generic-espadrilles-pour-femme-bleu-marine-40930742.html","Espadrilles pour femme - Bleu marine","99.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0EPHNKNAFAMZ/","null","5 out of 5"
"1637691058-3754","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Nouvelle collection mules babouche  Pour Femme  بلغة شربيل 19874 out of 5(3)119.00 Dhs300.00 Dhs60%","https://www.jumia.ma/generic-nouvelle-collection-mules-babouche-pour-femme-1987-40124100.html","Nouvelle collection mules babouche  Pour Femme  بلغة شربيل 1987","119.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0031NCNAFAMZ/","null","5 out of 5"
"1637689315-3417","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleOKZA Sandale Demi Talon pour femme4.2 out of 5(20)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-pour-femme-32156439.html","OKZA Sandale Demi Talon pour femme","137.61 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JNA5FNAFAMZ/","null",""
"1637689770-3510","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637689803-3518","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron4.1 out of 5(8)98.00 Dhs99.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-28225674.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0SDCQINAFAMZ/","null","5 out of 5"
"1637689955-3545","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Chaussure bottine pour fille et femme. Noir3.8 out of 5(6)199.00 Dhs300.00 Dhs34%","https://www.jumia.ma/generic-chaussure-bottine-pour-fille-et-femme.-noir-37309629.html","Chaussure bottine pour fille et femme. Noir","199.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1J6OCLNAFAMZ/","null",""
"1637689208-3348","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)4.6 out of 5(15)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-big-size-sneakers-women-flyknit-shoes-moccasins-flat-loafers-red-26685693.html","Fashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)","140.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NM0TINAFAMZ/","null",""
"1637690463-3624","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637689678-3497","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion New Fashion Women's Ladies Girls Breathable Ankle Sneakers Non-slip Walking Running Jogging Trainers Fitness Casual-EU4 out of 5(5)86.00 Dhs - 100.00 Dhs172.00 Dhs - 200.00 Dhs50%","https://www.jumia.ma/fashion-new-fashion-womens-ladies-girls-breathable-ankle-sneakers-non-slip-walking-running-jogging-trainers-fitness-casual-eu-23299847.html","Fashion New Fashion Women's Ladies Girls Breathable Ankle Sneakers Non-slip Walking Running Jogging Trainers Fitness Casual-EU","86.00 Dhs - 100.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18LCM8NAFAMZ/","null",""
"1637689361-3445","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637689839-3525","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Expédié depuis l'étrangerFashion Ladies Fashion Trifle Sole Sandals-Black2.5 out of 5(2)120.00 Dhs235.00 Dhs49%","https://www.jumia.ma/fashion-ladies-fashion-trifle-sole-sandals-black-39622859.html","Fashion Ladies Fashion Trifle Sole Sandals-Black","120.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1L1T9HNAFAMZ/","null","1 out of 5"
"1637689531-3471","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Boutique OfficielleOKZA SHOES Bottine femme courte à Talon Épais Pour Femme - semelles rehaussantes – Marron3.3 out of 5(6)173.00 Dhs - 173.25 Dhs175.00 Dhs - 400.00 Dhs57%","https://www.jumia.ma/okza-shoes-bottine-femme-courte-a-talon-epais-pour-femme-semelles-rehaussantes-marron-24810049.html","OKZA SHOES Bottine femme courte à Talon Épais Pour Femme - semelles rehaussantes – Marron","173.00 Dhs - 173.25 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FO855FA1JYSAANAFAMZ/","null","2 out of 5"
"1637690463-3625","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637689826-3524","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleBirkenstock Madrid EVA Coral4.6 out of 5(7)279.20 Dhs411.00 Dhs32%","https://www.jumia.ma/birkenstock-madrid-eva-coral-26556035.html","Birkenstock Madrid EVA Coral","279.20 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0VLDNENAFAMZ/","null","4 out of 5"
"1637689803-3519","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron4.1 out of 5(8)98.00 Dhs99.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-28225674.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0SDCQINAFAMZ/","null",""
"1637689770-3515","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637689356-3438","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Navy4.6 out of 5(13)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-navy-21787832.html","Birkenstock Gizeh Eva Navy","375.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0E7SXKNAFAMZ/","null",""
"1637689752-3504","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Expédié depuis l'étrangerFashion Ladies fashion chunky slip shoes - Black4.5 out of 5(4)140.00 Dhs275.00 Dhs49%","https://www.jumia.ma/fashion-ladies-fashion-chunky-slip-shoes-black-39011225.html","Fashion Ladies fashion chunky slip shoes - Black","140.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0V32C5NAFAMZ/","null","3 out of 5"
"1637691118-3763","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir3.9 out of 5(16)119.00 Dhs189.00 Dhs37%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924481.html","Polaris Chaussures pour Femmes - Noir","119.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0AZAO9NAFAMZ/","null",""
"1637690143-3576","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir4 out of 5(4)145.00 Dhs249.00 Dhs42%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924483.html","Polaris Chaussures pour Femmes - Noir","145.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0MVYRTNAFAMZ/","null","5 out of 5"
"1637689862-3528","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleLumberjack BOTTES FEMMES - CAMEL5 out of 5(2)355.00 Dhs439.00 Dhs19%","https://www.jumia.ma/lumberjack-bottes-femmes-camel-39799131.html","Lumberjack BOTTES FEMMES - CAMEL","355.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LU884FS07UX0XNAFAMZ/","null","5 out of 5"
"1637689617-3489","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Babouche marocain pour femmes artisanale4.3 out of 5(14)129.00 Dhsoffres à partir de","https://www.jumia.ma/babouche-marocain-pour-femmes-artisanale-generic-mpg929237.html","Babouche marocain pour femmes artisanale","129.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS11R9HONAFAMZ/","null","5 out of 5"
"1637690204-3580","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null","5 out of 5"
"1637689361-3448","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637689457-3462","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Espadrille pour femme légère - rabida4.3 out of 5(3)74.00 Dhs75.00 Dhs1%","https://www.jumia.ma/generic-espadrille-pour-femme-legere-rabida-37216779.html","Espadrille pour femme légère - rabida","74.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1M7D2XNAFAMZ/","null","4 out of 5"
"1637689425-3459","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Women's fashion chunky rhinestone single shoe - white5 out of 5(3)153.00 Dhs300.00 Dhs49%","https://www.jumia.ma/fashion-womens-fashion-chunky-rhinestone-single-shoe-white-38995449.html","Fashion Women's fashion chunky rhinestone single shoe - white","153.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1K8LSFNAFAMZ/","null","5 out of 5"
"1637690463-3621","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null","5 out of 5"
"1637689718-3500","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleKinetix NOIR CHAUSSURES FEMMES4.5 out of 5(4)196.00 Dhs269.00 Dhs27%","https://www.jumia.ma/kinetix-noir-chaussures-femmes-37391377.html","Kinetix NOIR CHAUSSURES FEMMES","196.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS1A180DNAFAMZ/","null","5 out of 5"
"1637690036-3556","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Super Promo Bottine Cuir qualité d'hiver Tendance Fashion avec Rivets Très chic et Confortable chaussure botte - marron3.4 out of 5(5)89.00 Dhs299.00 Dhs70%","https://www.jumia.ma/generic-super-promo-bottine-cuir-qualite-dhiver-tendance-fashion-avec-rivets-tres-chic-et-confortable-chaussure-botte-marron-37314655.html","Super Promo Bottine Cuir qualité d'hiver Tendance Fashion avec Rivets Très chic et Confortable chaussure botte - marron","89.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0X4L5PNAFAMZ/","null",""
"1637690849-3703","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة3.3 out of 5(10)167.00 Dhs - 167.31 Dhs169.00 Dhs - 400.00 Dhs58%","https://www.jumia.ma/okza-bottine-courte-a-talon-epais-pour-femme-33497050.html","OKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة","167.00 Dhs - 167.31 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA030VBDNAFAMZ/","null","5 out of 5"
"1637691164-3780","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء3.4 out of 5(9)139.00 Dhs350.00 Dhs60%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722714.html","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء","139.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0OU9IHNAFAMZ/","null",""
"1637689208-3346","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)4.6 out of 5(15)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-big-size-sneakers-women-flyknit-shoes-moccasins-flat-loafers-red-26685693.html","Fashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)","140.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NM0TINAFAMZ/","null",""
"1637689447-3461","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Big Size Women Sneaker Female Wedge Shoes-Blue5 out of 5(1)200.00 Dhs - 230.00 Dhs400.00 Dhs - 460.00 Dhs50%","https://www.jumia.ma/fashion-big-size-women-sneaker-female-wedge-shoes-blue-38755539.html","Fashion Big Size Women Sneaker Female Wedge Shoes-Blue","200.00 Dhs - 230.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS1JP83RNAFAMZ/","null","5 out of 5"
"1637689361-3441","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null","1 out of 5"
"1637689349-3431","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637689327-3425","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Pas A Pas Sabot médicale pour femmes - Noir.4.6 out of 5(28)135.00 Dhs199.00 Dhs32%","https://www.jumia.ma/pas-a-pas-sabot-medicale-pour-femmes-noir.-24596735.html","Pas A Pas Sabot médicale pour femmes - Noir.","135.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FA0W0GUENAFAMZ/","null",""
"1637689949-3541","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","INTENSE - Baskets Basse pour Femme .3.7 out of 5(18)95.20 Dhs340.00 Dhs - 840.00 Dhs89%","https://www.jumia.ma/generic-intense-baskets-basse-pour-femme-.-34301184.html","INTENSE - Baskets Basse pour Femme .","95.20 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0SN66FNAFAMZ/","null",""
